moves,largestTile,score
184,128,1408
64,64,404
60,32,300
185,128,1444
145,64,980
139,128,1064
143,64,988
102,64,600
154,64,1068
222,128,2004
162,128,1336
118,64,796
134,128,1092
178,128,1416
75,64,468
170,128,1324
170,128,1440
125,128,1008
169,128,1440
137,128,1216
183,128,1500
50,64,348
84,64,596
209,256,2092
297,256,2988
171,128,1228
141,64,928
109,64,696
90,64,620
132,128,1120
181,128,1488
87,64,560
105,64,656
161,128,1332
121,64,876
87,64,584
138,64,908
212,128,1656
171,128,1384
131,128,1016
201,256,2176
138,128,1152
169,128,1288
102,64,580
276,256,2736
102,64,656
159,128,1356
106,64,600
114,64,744
259,256,2492
138,64,888
149,128,1164
56,32,284
161,128,1336
179,128,1456
172,128,1368
168,128,1408
180,128,1312
65,32,328
202,128,1660
128,128,1040
105,64,632
155,128,1220
177,128,1456
122,128,1044
78,32,412
134,128,1088
69,32,404
165,128,1372
87,64,552
124,64,892
57,32,256
202,128,1924
178,128,1476
129,64,876
107,64,672
198,128,1660
177,128,1260
137,128,1148
183,128,1692
142,128,1016
128,128,1044
100,64,612
115,64,836
126,64,832
129,64,996
81,64,512
102,64,696
282,256,2816
223,256,2200
106,64,700
96,64,592
118,64,860
107,64,764
262,256,2448
147,64,1008
95,64,584
80,64,468
126,64,716
127,64,796
90,32,492
190,128,1536
114,64,760
87,64,560
79,64,456
130,64,964
96,64,608
79,32,324
127,64,916
99,64,608
307,256,2912
91,64,532
150,128,1236
167,128,1480
147,128,1240
172,128,1408
220,256,2204
71,64,452
157,128,1312
109,64,696
117,64,880
135,128,964
139,128,1100
84,64,488
109,64,652
91,64,508
119,64,748
130,128,1072
169,128,1292
98,32,484
149,128,1328
138,128,1160
164,128,1416
91,64,556
157,128,1364
92,64,580
224,256,2328
171,128,1568
95,64,580
170,128,1320
90,64,576
128,64,900
190,128,1540
150,128,1084
173,128,1320
227,128,2076
155,128,1272
187,128,1540
172,128,1288
116,64,816
127,64,732
104,64,696
236,256,2356
130,128,1160
99,64,572
187,128,1344
226,256,2180
193,128,1680
155,128,1228
156,128,1292
177,128,1428
104,64,624
83,64,580
174,128,1504
179,128,1708
114,64,680
115,128,908
112,64,724
139,128,1144
101,64,648
249,256,2464
83,32,460
161,128,1360
172,128,1368
108,64,652
63,32,344
95,64,528
285,256,2772
164,128,1356
113,64,728
80,64,464
132,128,1012
171,128,1440
72,32,368
144,128,1108
189,128,1712
194,128,1420
186,128,1752
134,128,1132
125,64,916
124,64,856
101,64,648
146,128,1244
116,64,784
182,128,1476
150,128,1276
99,64,636
109,64,764
104,64,680
174,128,1328
106,64,688
112,64,684
110,64,704
92,64,604
125,128,1028
103,64,748
141,64,836
152,128,1292
149,128,1144
139,128,1140
184,128,1420
160,128,1280
73,32,392
83,32,436
65,32,352
103,64,588
162,128,1328
196,256,1972
107,64,708
149,64,936
138,128,1224
151,128,1284
164,128,1240
108,64,744
154,128,1288
94,32,540
150,64,1000
161,128,1352
127,64,868
109,64,724
107,128,868
191,256,1996
259,256,2512
96,64,620
80,64,480
104,64,664
228,256,2348
142,128,1088
180,128,1388
163,128,1396
101,64,556
97,64,608
235,256,2440
132,64,912
106,64,744
194,128,1548
88,32,488
111,64,792
108,64,644
282,256,2860
168,128,1288
158,128,1328
148,128,1220
141,128,1104
103,64,676
154,128,1304
118,64,656
92,64,552
139,64,1020
177,128,1332
158,64,1028
163,128,1336
129,64,932
176,64,1052
160,128,1364
132,128,1056
84,64,488
129,64,932
153,128,1328
121,64,772
150,128,1304
105,64,672
68,32,300
93,64,588
60,32,280
143,64,976
168,128,1388
94,64,592
246,256,2516
118,64,852
75,64,444
161,128,1324
248,128,2088
107,64,672
88,32,444
174,128,1256
185,128,1552
216,256,2128
192,128,1588
160,128,1124
188,128,1596
123,128,1004
183,128,1484
128,128,1072
88,64,540
160,128,1256
110,64,700
278,256,2744
210,256,2168
166,128,1400
94,64,588
94,64,604
264,128,2240
157,128,1340
119,128,980
119,64,776
140,64,860
120,64,728
93,64,592
123,64,852
166,128,1164
122,128,1020
96,64,608
119,64,876
79,64,444
101,64,660
223,256,2132
113,64,700
220,256,2240
252,256,2392
93,64,564
129,128,1108
72,32,324
110,64,592
77,32,360
87,64,600
101,64,636
131,64,852
146,128,1200
140,128,1104
165,128,1336
105,64,736
107,128,916
105,64,624
206,128,1612
257,256,2624
110,64,744
112,64,856
150,128,1164
172,128,1444
146,128,1084
131,64,748
157,128,1312
179,128,1360
148,128,1128
120,64,812
131,64,872
100,64,672
121,64,796
107,64,692
114,64,708
193,128,1420
95,64,592
145,128,1248
142,128,1052
100,64,664
138,64,1060
84,32,456
151,128,1084
110,64,732
164,128,1336
152,128,1148
247,256,2356
91,64,652
137,64,936
180,128,1440
103,64,652
127,128,1024
145,128,1184
142,64,900
86,64,532
204,256,2056
164,128,1288
195,128,1560
179,128,1380
40,16,108
105,64,640
65,32,288
183,128,1416
101,64,588
71,32,384
166,128,1328
96,64,604
103,64,688
58,32,220
138,128,1120
141,128,1200
129,128,1092
91,64,540
162,128,1412
91,32,464
121,128,1032
182,128,1344
98,64,628
147,128,1216
135,128,1128
109,64,700
172,128,1488
183,128,1404
169,128,1444
158,128,1092
101,64,756
83,64,516
246,256,2428
116,64,848
175,128,1436
164,128,1288
99,64,592
182,128,1624
75,32,396
145,128,1076
176,128,1396
217,128,1860
136,128,1236
178,128,1464
132,128,1080
133,128,1044
95,64,696
110,64,676
118,64,868
95,64,624
69,32,316
128,128,1060
149,128,1204
188,256,2020
190,128,1704
143,128,1268
85,64,572
163,128,1300
168,128,1376
134,128,1028
148,128,1132
97,64,700
60,32,332
135,128,1132
69,32,308
146,128,1268
133,128,1080
100,64,604
115,64,856
255,256,2616
229,128,1736
217,256,2160
326,256,3064
72,32,396
99,64,608
93,64,560
189,128,1572
166,128,1312
127,64,772
136,128,1012
66,32,308
95,64,684
90,64,584
110,64,784
109,64,804
173,128,1412
310,256,3000
113,64,648
154,128,1296
116,64,680
106,128,924
145,128,1212
87,64,568
107,64,632
167,128,1208
153,128,1388
95,64,588
97,64,624
151,128,1252
147,128,1260
178,128,1516
165,128,1320
98,64,620
125,128,1040
178,128,1368
103,64,692
104,64,672
128,64,756
88,64,564
123,64,844
133,128,1108
183,128,1460
153,128,1324
157,64,1040
140,128,1096
147,128,1276
110,64,600
191,128,1588
152,128,1236
117,64,708
122,128,984
137,128,1264
93,64,472
118,64,736
82,64,484
88,64,440
96,64,584
94,64,580
170,128,1396
150,128,1164
187,128,1516
84,64,500
152,128,1156
308,256,3000
193,256,2060
176,128,1412
186,128,1520
100,64,624
175,128,1452
70,64,488
85,64,548
150,64,1012
99,64,680
76,32,424
178,128,1384
92,64,572
102,64,568
150,128,1200
63,32,296
150,128,1104
117,64,772
189,128,1652
169,128,1352
173,128,1368
192,128,1576
205,256,2084
159,128,1396
215,128,1520
216,256,2128
141,64,1044
150,128,1280
129,128,1048
108,64,700
90,64,624
134,64,996
109,64,640
102,64,644
81,64,528
160,128,1380
103,64,648
138,128,1124
147,128,1280
142,128,1052
165,128,1308
128,64,808
139,128,1136
142,128,1196
165,128,1356
56,32,328
115,64,752
161,128,1264
118,128,1016
132,128,1180
246,256,2192
261,256,2636
143,128,1108
121,64,712
101,64,680
219,256,2176
161,128,1456
180,128,1472
181,128,1396
254,256,2508
106,64,724
152,128,1352
95,64,644
172,128,1352
153,128,1364
141,64,968
134,128,1056
118,128,1024
116,64,788
62,32,292
139,64,996
137,128,1056
111,64,608
138,128,1048
88,64,552
238,256,2336
121,64,792
141,128,1228
206,128,1788
164,128,1216
113,64,776
138,128,1024
193,128,1592
173,64,1160
166,128,1272
157,128,1296
160,128,1252
92,64,576
145,128,1168
184,128,1508
169,128,1264
146,128,1268
155,128,1316
102,64,632
90,64,608
128,64,784
109,64,716
108,64,632
104,64,632
123,128,1024
154,128,1140
128,64,896
172,128,1352
120,64,688
119,64,764
111,64,724
83,32,460
79,32,444
84,64,460
203,256,2080
160,128,1280
137,64,936
96,64,672
53,32,232
107,64,688
116,64,684
140,128,1184
129,128,1044
107,64,628
104,64,688
133,64,868
93,64,592
153,128,1304
81,64,512
232,256,2320
100,64,632
162,128,1324
95,64,616
165,128,1404
173,128,1252
142,64,980
106,64,704
128,64,896
88,64,552
138,128,1108
180,128,1524
144,64,1000
118,64,848
109,64,712
251,256,2432
126,128,1000
167,128,1380
181,128,1480
124,64,848
155,128,1188
179,128,1400
137,128,1088
119,64,704
136,128,1048
180,128,1424
152,128,1272
182,128,1508
58,32,272
161,128,1268
165,128,1272
99,64,620
166,128,1332
137,128,1100
200,256,2024
205,256,2208
103,64,596
139,128,1068
274,256,2492
188,256,2028
146,128,1280
216,128,1648
195,256,2016
103,64,684
126,128,1016
215,256,2276
135,128,1020
115,64,844
143,128,1200
229,256,2100
109,128,888
148,64,972
76,32,420
248,256,2636
144,128,1136
70,32,304
84,64,572
175,128,1340
95,64,620
167,128,1364
225,256,2332
143,128,1188
99,64,632
164,128,1336
116,128,912
138,64,960
234,128,2040
111,64,732
238,256,2324
83,64,520
223,256,2328
61,32,272
142,128,1096
163,128,1316
178,128,1416
143,128,1080
123,128,1052
98,64,572
130,64,896
123,64,856
165,128,1340
150,128,1220
128,128,984
115,128,944
233,256,2400
186,128,1612
207,256,2168
163,128,1356
61,32,260
89,64,580
112,128,932
170,128,1440
190,128,1636
150,128,1316
97,32,552
125,64,852
168,128,1352
160,128,1336
113,64,652
124,128,1044
101,64,648
104,64,712
117,64,860
215,256,2216
105,64,708
86,64,576
111,64,680
51,16,192
144,128,1172
190,128,1452
143,128,1056
131,128,1048
165,128,1352
195,128,1632
111,128,904
168,128,1328
155,128,1332
100,64,704
213,128,1812
136,128,1172
144,64,876
134,64,880
157,128,1260
58,32,288
187,128,1312
234,256,2320
139,128,1120
120,64,764
183,128,1480
220,256,2280
81,64,468
123,128,1044
150,128,1292
81,64,552
147,128,1252
194,128,1448
194,128,1488
86,64,524
305,256,3056
92,64,616
168,128,1400
127,128,1064
66,32,368
146,64,976
124,128,1040
101,64,680
91,64,588
70,32,300
114,64,852
166,128,1392
100,64,660
102,64,668
175,128,1288
180,128,1396
163,128,1244
134,128,1100
152,64,1068
147,128,1112
106,64,700
126,64,888
203,128,1592
163,128,1384
162,128,1284
110,64,764
94,64,620
109,64,696
186,128,1320
170,128,1404
193,128,1496
124,128,1064
172,128,1340
91,64,596
77,32,400
118,64,792
100,64,680
174,64,1092
74,32,404
210,128,1720
177,128,1380
116,64,708
222,128,1908
168,128,1372
96,64,612
189,128,1320
154,128,1212
143,128,1232
120,64,792
85,64,564
169,128,1300
99,64,612
92,32,468
176,128,1576
216,256,2016
128,128,1028
138,128,1144
170,128,1312
125,64,868
60,32,304
135,128,1088
106,64,656
175,128,1360
197,128,1504
145,128,1304
128,64,952
231,256,2232
106,64,840
181,128,1564
160,128,1336
102,64,676
232,256,2324
138,128,1108
89,64,616
224,128,1956
170,128,1316
74,32,384
73,32,392
106,64,588
109,64,716
114,64,696
177,128,1460
164,128,1400
142,64,864
135,64,984
109,64,656
161,128,1176
87,64,560
81,64,584
77,32,396
163,128,1308
111,128,960
116,64,708
91,64,568
154,128,1296
153,128,1296
137,128,1132
162,128,1368
128,128,1012
155,64,1036
193,128,1604
159,64,1188
153,128,1308
112,64,688
146,128,1196
113,64,804
134,128,1024
147,64,860
190,128,1608
71,32,356
130,128,1048
75,32,344
68,32,372
198,128,1608
78,32,400
194,256,1988
84,64,556
272,256,2776
123,64,784
245,128,2100
67,64,412
73,32,312
179,128,1520
138,128,1088
202,128,1580
137,128,1052
97,64,584
103,64,744
185,128,1352
80,64,564
111,64,708
165,128,1300
146,128,1192
154,64,1028
119,64,668
286,256,2652
152,128,1240
108,64,696
155,128,1232
118,64,692
92,64,556
169,128,1360
148,128,1332
157,128,1380
165,128,1376
179,128,1448
172,128,1396
187,128,1328
134,64,876
189,128,1460
70,32,288
86,64,544
199,256,2084
235,256,2160
182,128,1516
98,64,600
131,128,1216
160,128,1356
90,64,600
136,128,1196
95,64,548
117,64,852
174,128,1448
125,64,788
187,256,2028
101,64,596
96,64,660
98,64,556
168,128,1360
101,64,624
127,128,1008
139,64,920
244,256,2404
82,64,528
155,128,1300
94,64,592
174,128,1364
155,128,1336
289,256,2968
123,64,820
122,64,736
94,64,592
153,128,1284
140,128,1152
96,64,540
174,128,1232
244,128,2004
106,64,632
116,64,800
124,128,1004
173,128,1720
170,128,1296
117,128,1000
70,32,364
130,128,1116
155,64,1156
138,128,1084
81,32,520
158,128,1268
93,64,592
91,64,548
170,128,1372
92,64,604
95,64,612
144,128,1212
137,64,956
110,64,800
151,128,1272
97,64,660
145,128,1124
102,64,748
145,128,1040
134,128,1064
170,128,1404
189,128,1604
186,128,1384
199,128,1744
82,64,472
215,256,2104
190,128,1700
168,128,1304
132,64,892
236,256,2340
168,128,1356
83,32,440
154,128,1244
228,256,2332
184,128,1484
133,64,936
96,32,520
131,128,1052
86,32,384
149,128,1088
102,64,708
131,64,752
173,128,1356
176,128,1484
155,128,1248
149,128,1292
183,128,1464
128,64,828
115,64,704
91,64,544
101,64,612
155,128,1136
112,64,780
70,32,408
76,32,360
136,64,896
99,64,612
149,128,1228
172,128,1300
130,64,908
106,64,636
114,64,684
198,128,1500
95,64,648
116,64,704
108,128,928
334,256,3240
204,128,1560
175,128,1432
175,128,1432
111,64,728
102,64,632
103,64,636
135,128,1028
132,64,868
208,128,1664
108,64,712
132,64,936
141,128,1072
226,256,2132
176,128,1508
176,128,1460
138,128,1016
102,64,716
176,128,1436
186,128,1456
134,64,932
116,128,1004
196,128,1520
168,128,1432
96,64,604
90,64,596
155,128,1152
113,64,712
183,128,1336
97,64,612
104,64,620
101,32,584
210,128,1544
178,128,1308
160,128,1256
160,128,1340
234,256,2360
165,128,1404
108,64,724
89,64,616
197,128,1760
157,128,1304
104,64,560
117,64,900
167,128,1340
90,64,548
80,64,500
157,128,1236
234,256,2220
92,32,436
200,128,1564
178,128,1432
143,128,1204
201,128,1632
139,128,1104
124,64,864
168,128,1328
97,64,596
178,128,1448
135,128,1228
110,64,820
103,64,596
160,128,1328
128,64,820
186,128,1308
201,256,1988
235,256,2388
119,128,1016
142,128,1068
106,64,684
108,64,716
138,128,1168
205,128,1484
96,64,508
116,64,796
130,128,1048
131,128,1044
143,64,888
167,128,1400
167,128,1452
154,128,1296
64,32,272
125,64,760
87,64,572
138,128,1176
126,128,1184
103,64,692
183,128,1520
75,32,392
105,64,692
114,64,848
107,64,716
81,64,572
215,128,1824
64,32,288
98,64,692
158,128,1388
82,32,412
182,128,1360
136,128,1128
112,64,720
128,128,1156
109,128,940
157,128,1188
191,128,1436
160,128,1344
213,128,1956
207,256,2032
133,64,984
167,128,1352
140,128,1152
95,64,668
162,128,1256
164,128,1328
208,128,1816
103,64,564
161,128,1404
113,64,732
203,128,1884
253,256,2524
145,128,1092
147,128,1120
161,128,1196
173,128,1416
107,64,700
137,64,912
111,64,704
141,64,928
102,64,600
183,128,1276
191,128,1472
126,128,1024
111,64,728
156,128,1088
106,64,624
151,128,1248
154,128,1224
96,32,464
192,128,1472
101,64,684
121,64,848
117,64,708
112,64,876
121,64,736
115,128,936
56,32,236
95,64,632
54,32,248
78,64,504
232,256,2248
89,32,440
117,64,756
161,128,1284
87,32,460
138,128,1012
212,128,1840
116,64,696
218,256,2116
195,128,1768
102,64,632
107,64,616
111,64,704
130,64,768
90,64,568
125,128,904
189,128,1424
99,64,620
175,128,1308
178,128,1456
97,32,460
89,64,564
136,64,884
157,128,1272
142,128,1192
73,32,392
173,128,1360
111,128,940
159,128,1320
172,128,1392
167,128,1420
238,256,2640
89,64,600
97,64,584
176,128,1456
261,256,2608
170,128,1452
146,128,1164
108,64,636
135,128,992
95,64,608
148,128,1164
73,32,376
101,64,664
134,128,1064
122,64,808
143,128,1232
119,128,1016
147,64,988
132,64,932
142,128,1184
137,128,1144
114,64,708
160,128,1364
127,64,872
95,64,588
122,128,1044
89,32,452
185,128,1372
159,128,1236
185,128,1388
152,128,1232
123,64,744
97,64,608
88,64,544
212,256,2088
120,64,740
195,256,2004
136,128,1060
134,64,792
102,64,648
113,64,808
118,64,856
130,128,1092
89,64,564
199,128,1632
103,64,596
137,128,972
63,32,296
200,128,1784
175,128,1360
86,32,376
154,64,968
67,32,324
91,64,576
79,64,484
112,64,660
115,64,724
166,128,1292
299,256,3120
217,256,2092
74,32,368
131,128,1096
119,128,968
182,128,1528
173,128,1468
99,64,672
158,128,1268
154,64,908
232,256,2416
200,128,1420
123,128,1032
85,64,580
202,128,1700
136,64,756
142,128,1056
114,128,936
119,64,736
114,128,1044
130,128,1020
169,128,1340
116,64,804
104,64,580
131,128,992
84,64,484
211,128,1820
167,128,1440
155,128,1248
213,128,1944
191,128,1508
209,128,1836
109,64,652
141,128,1120
122,64,764
194,128,1480
157,128,1296
182,128,1536
147,128,1224
110,64,736
202,128,1620
85,64,552
150,128,1100
257,256,2808
171,128,1312
230,256,2324
120,64,688
165,128,1340
184,128,1444
209,256,2012
101,64,636
96,64,596
238,256,2128
199,256,1928
163,128,1276
52,32,252
164,128,1352
159,128,1276
154,128,1276
179,128,1464
144,128,1232
72,32,388
155,128,1280
245,256,2308
93,64,592
127,64,828
190,128,1428
143,128,1132
145,128,1264
65,32,344
137,128,1052
98,64,628
170,128,1368
86,64,512
101,64,640
89,64,628
196,256,2012
165,128,1440
243,256,2336
115,64,728
184,128,1592
214,128,1616
101,64,648
177,128,1416
214,128,1760
147,128,1100
110,64,676
121,64,684
142,128,1132
168,128,1336
123,128,928
262,256,2456
143,64,904
194,128,1460
256,256,2696
156,128,1284
99,64,628
110,64,616
122,128,976
73,64,424
199,128,1592
67,32,312
128,64,692
56,64,360
151,128,1272
128,64,796
142,128,1092
67,32,296
97,64,640
156,128,1272
175,128,1304
147,128,1276
113,64,652
101,64,664
232,128,1740
77,64,492
138,128,1100
119,64,788
283,256,3028
111,64,656
154,128,1280
96,64,580
162,128,1312
122,64,744
160,128,1216
175,128,1472
97,64,600
128,64,996
106,64,676
138,128,1044
124,128,1008
186,128,1480
285,256,2736
158,128,1176
106,64,656
91,64,616
95,64,652
148,128,1116
130,128,1096
120,64,744
189,128,1520
146,128,1252
173,128,1396
132,64,908
123,128,1004
154,128,1376
155,128,1296
152,128,1204
216,256,2152
105,32,572
149,128,1080
126,128,964
128,64,884
75,32,412
205,128,1624
128,64,900
139,128,1200
202,128,1548
205,128,1468
216,128,1948
164,128,1308
132,64,920
192,128,1500
125,128,964
90,64,588
127,128,1052
201,128,1768
91,64,608
224,128,1884
79,64,540
59,64,400
105,64,648
174,128,1476
252,128,2320
100,64,608
111,64,696
163,128,1136
99,64,600
118,64,824
225,256,2260
253,256,2364
130,64,808
123,128,996
122,64,880
129,128,1120
151,128,1288
130,128,1080
196,256,2036
97,64,672
104,64,652
86,64,572
123,64,844
138,128,1100
110,64,724
132,128,1016
87,64,540
81,64,540
158,128,1344
123,128,1012
118,64,740
88,64,584
139,128,1068
153,128,1256
159,128,1304
118,128,1008
99,64,588
170,128,1428
91,64,580
190,128,1728
153,128,1188
123,64,860
156,128,1296
101,64,684
154,64,1100
115,64,744
68,64,460
138,128,1120
90,64,644
200,128,1544
101,64,636
129,64,892
144,128,1120
112,64,708
183,128,1496
102,64,632
104,64,660
98,64,580
84,64,496
285,256,3020
116,128,980
134,128,1092
243,256,2304
101,64,656
141,128,1044
142,128,1264
72,32,360
134,128,1052
166,128,1244
114,64,820
177,128,1352
110,64,752
169,128,1452
181,128,1408
86,32,440
153,128,1236
94,64,616
97,64,656
182,128,1488
87,64,600
174,128,1428
60,32,268
167,128,1364
95,64,572
189,128,1592
155,128,1340
65,32,280
136,128,1152
123,64,788
90,64,628
148,128,1224
159,128,1316
132,64,892
120,128,1016
97,64,588
121,128,968
175,128,1444
175,128,1380
152,128,1324
203,128,1744
187,128,1616
150,128,1296
247,256,2392
150,128,1132
87,64,572
213,128,1616
161,128,1364
101,64,688
222,256,2324
145,128,1144
140,128,1096
228,256,2360
138,128,1100
117,128,944
183,128,1392
54,16,188
134,128,1040
84,64,568
136,128,1144
96,64,592
168,128,1336
89,64,532
102,64,636
141,128,1168
110,64,796
153,128,1220
105,64,764
175,128,1360
157,128,1376
100,64,664
89,64,588
75,32,388
77,64,512
108,64,644
107,64,700
193,128,1768
173,128,1356
178,128,1444
95,64,568
89,64,516
101,64,692
135,64,864
236,256,2444
167,128,1284
132,128,1104
128,128,1048
220,256,2204
101,64,616
135,64,976
146,128,1260
167,128,1312
230,256,2312
95,64,588
159,128,1216
93,64,596
82,64,500
133,64,932
136,64,924
127,128,1024
137,128,1120
134,128,1100
150,128,1128
102,64,584
141,128,1076
112,128,912
90,64,536
165,128,1364
205,128,1656
111,64,656
87,64,560
89,64,568
163,128,1292
145,128,1140
187,128,1576
112,64,720
109,64,756
145,128,1272
107,64,680
117,64,888
169,128,1376
108,64,624
92,64,620
77,32,328
142,128,1204
191,128,1644
146,128,1212
277,256,2648
121,128,1036
113,64,732
250,256,2688
72,32,304
164,128,1264
107,64,720
92,64,592
183,128,1444
89,64,552
142,128,1076
122,64,848
135,128,1132
160,128,1276
141,128,1136
155,128,1144
255,128,1856
87,64,616
104,64,664
170,128,1436
144,128,1148
86,64,552
170,128,1388
65,32,320
97,64,616
140,128,1020
127,64,800
247,256,2376
143,128,1288
125,64,900
135,64,984
104,64,576
163,128,1228
183,128,1464
100,64,652
90,64,616
153,128,1236
242,256,2268
129,64,916
252,256,2464
181,128,1372
144,64,952
95,64,648
136,64,932
138,128,1200
137,64,908
175,128,1644
88,64,576
135,128,1116
108,64,660
144,128,1148
93,64,596
74,64,460
164,128,1412
79,64,480
128,64,916
122,64,704
170,128,1412
135,64,972
135,128,1048
99,64,628
184,128,1480
248,256,2340
149,128,1148
165,128,1224
122,128,944
137,64,912
135,128,1072
142,128,1128
194,128,1464
167,128,1220
153,128,1324
102,64,668
161,128,1372
82,64,532
83,32,428
194,128,1716
107,64,676
184,128,1568
180,128,1320
145,128,1304
79,64,488
152,128,1312
166,128,1292
83,64,584
279,256,2608
135,128,972
128,128,1048
119,64,724
121,128,940
158,128,1312
174,128,1432
193,256,2000
116,64,736
156,64,1008
129,128,1092
164,128,1360
121,128,1024
125,64,828
130,128,1096
141,128,1160
120,128,976
167,128,1372
120,64,852
189,256,1944
162,128,1332
279,256,2920
64,32,324
182,128,1480
107,64,656
89,64,528
76,64,500
198,128,1740
101,64,616
115,64,728
169,128,1336
112,64,640
93,64,628
128,64,912
103,64,832
118,64,608
154,64,1024
157,128,1200
162,128,1296
94,64,584
277,256,2720
48,16,176
160,64,924
165,128,1348
116,64,740
107,64,664
153,128,1272
189,128,1556
122,128,984
104,64,588
226,256,2240
109,64,776
170,128,1460
163,128,1360
165,128,1292
87,64,576
261,256,2496
244,256,2420
124,64,848
163,128,1320
105,64,684
253,256,2424
120,64,744
154,128,1312
98,64,588
115,64,676
99,64,664
266,256,2528
116,64,868
129,64,876
147,64,1108
79,64,544
116,64,744
164,128,1308
107,64,632
140,128,1224
238,256,2416
125,64,824
110,64,660
102,64,696
167,128,1500
202,256,2212
88,32,400
169,128,1340
136,128,1244
149,64,1064
173,128,1412
133,128,1052
168,128,1348
103,64,752
94,64,612
105,64,664
163,128,1396
161,128,1324
100,64,604
152,128,1232
198,128,1620
89,64,528
94,64,684
166,128,1360
108,64,624
86,64,556
122,128,992
182,128,1416
214,128,1908
159,128,1300
72,32,368
136,64,884
102,64,748
244,256,2412
133,128,1060
123,64,912
110,64,744
153,128,1284
127,128,1056
147,128,1228
89,64,584
150,128,1196
147,128,1160
103,64,588
102,64,596
175,128,1372
129,128,1080
104,128,900
128,128,1100
171,128,1340
114,64,700
125,64,880
100,64,628
183,128,1544
158,128,1312
157,128,1320
99,64,712
104,64,684
134,128,1068
93,64,568
105,64,708
117,64,832
95,64,664
184,128,1444
129,128,936
206,128,1652
101,64,660
63,32,324
279,256,2628
155,128,1236
58,32,304
141,128,1060
243,256,2352
102,64,640
178,128,1372
180,128,1492
151,128,1172
156,128,1128
163,128,1324
127,64,784
99,64,628
223,256,2228
120,128,992
262,256,2448
171,128,1388
113,64,684
154,128,1176
89,64,624
155,128,1256
242,256,2324
244,256,2396
125,128,1020
212,128,1860
231,256,2308
99,64,668
69,32,340
115,64,884
99,64,648
175,128,1428
80,64,492
193,128,1828
103,64,692
188,128,1496
140,128,1188
172,128,1356
150,128,1268
91,64,544
109,64,720
128,64,780
201,128,1632
116,64,712
121,64,872
161,128,1340
76,32,424
187,128,1488
165,128,1300
212,128,1960
99,64,704
191,128,1472
139,128,1112
102,64,592
138,64,768
187,128,1452
164,128,1452
183,128,1380
103,64,680
189,128,1512
125,64,796
237,128,2152
119,128,984
220,128,1668
145,128,1248
214,256,1996
101,64,720
209,256,2236
137,64,924
100,64,596
92,64,632
136,128,1048
157,128,1300
249,256,2440
151,128,1212
199,128,1656
134,64,780
105,64,584
178,128,1404
91,32,472
159,128,1252
130,128,1040
185,128,1456
125,64,868
51,32,264
244,256,2360
139,128,1184
114,64,776
98,64,628
68,32,344
76,64,520
149,128,1284
168,128,1348
102,64,628
144,128,1308
85,32,432
182,256,1996
163,128,1280
161,128,1404
175,128,1520
145,128,1120
204,128,1700
171,128,1276
73,32,312
153,128,1392
148,128,1308
139,64,992
138,128,1100
91,32,484
293,256,2744
115,128,1012
163,128,1360
150,128,1144
120,128,944
173,128,1472
101,64,688
74,64,472
148,128,1224
140,128,1104
158,128,1336
101,64,604
133,64,908
172,128,1332
87,64,588
128,64,904
185,256,1940
146,128,1200
158,128,1332
97,64,660
139,128,1188
137,64,1044
167,128,1316
120,128,932
191,128,1676
103,64,716
96,64,604
131,64,956
120,128,900
126,64,768
241,256,2492
103,64,700
173,128,1380
216,256,2128
143,128,1084
113,64,688
144,128,1208
77,64,456
174,128,1580
141,128,1216
150,128,1052
85,64,536
137,128,1224
94,64,596
129,128,1012
159,128,1296
155,128,1180
140,128,1148
183,128,1452
216,256,2332
172,128,1356
111,64,716
99,64,644
234,256,2368
132,128,1148
176,128,1588
92,64,648
119,64,680
102,64,632
168,128,1376
114,128,960
204,128,1740
125,64,756
150,128,1280
102,64,612
225,256,2220
177,128,1320
282,256,2564
167,128,1368
139,64,948
136,128,1260
277,256,2544
234,256,2408
162,128,1348
130,64,932
125,64,840
82,64,548
161,128,1396
153,128,1152
121,128,984
173,128,1404
64,32,296
122,64,808
103,64,692
172,128,1328
101,64,672
166,128,1328
217,128,1920
146,128,1236
107,64,640
102,64,716
173,128,1356
88,64,544
89,64,644
151,128,1064
113,128,860
179,128,1340
177,128,1568
173,128,1364
102,64,632
149,128,1152
112,64,732
271,128,2172
132,64,936
137,128,1128
70,32,408
128,64,956
69,32,320
77,32,440
125,128,980
105,64,652
47,16,204
166,128,1348
167,128,1344
223,256,2316
118,64,660
149,128,1032
75,32,376
94,32,532
191,128,1424
113,64,784
142,128,1140
119,64,772
145,128,1040
210,256,2256
274,128,2156
147,128,1276
107,64,748
127,128,1004
169,128,1420
227,256,2292
114,64,660
133,64,908
90,64,516
99,64,620
165,128,1208
152,128,1332
163,128,1380
172,128,1412
83,64,480
77,32,464
135,128,1044
211,256,2204
162,128,1336
165,128,1408
163,128,1344
147,128,1240
143,128,1240
172,128,1480
144,128,1160
171,128,1448
174,128,1356
192,256,1876
129,128,992
124,128,1012
123,128,1024
208,128,1672
174,128,1484
99,64,616
110,64,792
81,64,560
98,64,608
223,256,2080
122,64,908
112,64,640
110,64,776
113,64,608
187,128,1612
170,128,1460
107,64,704
94,64,592
166,128,1152
179,128,1508
134,64,932
127,64,748
129,128,1068
158,128,1336
112,64,656
124,64,804
109,64,648
115,64,772
163,128,1356
133,128,1036
